,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
60,"Departamento en Venta en Recoleta, Barrio Norte","Recoleta, Barrio Norte","Paraguay 2000, Piso 5",Venta Monoambiente en Recoleta,USD  55.000+$12.000expensas,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--12871495,2024_03_01,Departamento,Venta,Recoleta, Barrio Norte,Dólares,precio,55000,12000,1070,58850000,Monoambiente,"(-34.5987036478711, -58.3958785387366)",False,Paraguay 2000,-34.5987036478711,-58.3958785387366
61,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal","AV SAN MARTIN 2800, Piso 7",Departamento Venta 1 Ambiente,USD  60.000,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--14960161,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,60000,0,1070,64200000,Monoambiente,"(-34.6567457506018, -58.4419209047036)",False,MARTIN 2800,-34.6567457506018,-58.4419209047036
62,"Departamento en Venta en Mataderos, Capital Federal","Mataderos, Capital Federal",Avenida Coronel Cárdenas 2400,Venta de Monoambiente en PH a Estrenar. Mataderos. sin Expensas. Consulte por Financiación,USD  44.900,https://www.argenprop.com/departamento-en-venta-en-mataderos-1-ambiente--12071643,2024_03_01,Departamento,Venta,Mataderos, Capital Federal,Dólares,precio,44900,0,1070,48043000,Monoambiente,"(-34.6634428846801, -58.5042145650968)",False,Cárdenas 2400,-34.6634428846801,-58.5042145650968
63,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Av. Cramer 3539 2º B,"Venta Departamento 1 Ambiente. Nuñez. Contrafrente, Balcón. Categoria.",USD  99.500,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--12453014,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,99500,0,1070,106465000,Monoambiente,"(-34.55214766280749, -58.47219596667034)",False,Cramer 3539,-34.55214766280749,-58.47219596667034
64,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Crisologo Larralde  al 2900,Monoambiente con Parrila Propia,USD  99.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--12652854,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,99000,0,1070,105930000,Monoambiente,"(-34.5514628625249, -58.4727035362255)",False,Larralde 2900,-34.5514628625249,-58.4727035362255
65,"Departamento en Venta en Palermo Soho, Palermo","Palermo Soho, Palermo",Cabrera al 5100,Monoambiente en Venta - Moderno Emprendimiento en la Mejor Ubicación,USD  98.000,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--12799437,2024_03_01,Departamento,Venta,Palermo Soho, Palermo,Dólares,precio,98000,0,1070,104860000,Monoambiente,"(-34.5893589169009, -58.4330843223786)",False,Cabrera 5100,-34.5893589169009,-58.4330843223786
66,"Departamento en Venta en Villa Urquiza, Capital Federal","Villa Urquiza, Capital Federal","M Pedraza 5200, Piso 3",Monoambiente  - Balcon  - Frente -Con Renta Temporaria- Apto Profesional,USD  75.000+$26.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--3023397,2024_03_01,Departamento,Venta,Villa Urquiza, Capital Federal,Dólares,precio,75000,26000,1070,80250000,Monoambiente,"(-34.5650873713137, -58.4923561331022)",False,Pedraza 5200,-34.5650873713137,-58.4923561331022
68,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal","Av. Monroe 3300, Piso 6",Monoambientes en Edificio de Categoria a Estrenar,USD  128.000+$12.000expensas,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--15081952,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,128000,12000,1070,136960000,Monoambiente,"(-34.5636751375307, -58.4686103645647)",False,Monroe 3300,-34.5636751375307,-58.4686103645647
69,"Departamento en Venta en Caballito Norte, Caballito","Caballito Norte, Caballito",Av. Rivadavia 6100,Venta Monoambiente en Caballito,USD  88.000,https://www.argenprop.com/departamento-en-venta-en-caballito-norte-1-ambiente--12584525,2024_03_01,Departamento,Venta,Caballito Norte, Caballito,Dólares,precio,88000,0,1070,94160000,Monoambiente,"(-34.6248365976957, -58.4519862085359)",False,Rivadavia 6100,-34.6248365976957,-58.4519862085359
70,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal","San Juan 1800, Piso 7",San Cristobal - 1 Ambiente con Balcon - San Juan al 1800,USD  58.000+$12.000expensas,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--12713771,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,58000,12000,1070,62060000,Monoambiente,"(-34.5476100633137, -58.4612171869046)",False,Juan 1800,-34.5476100633137,-58.4612171869046
71,"Departamento en Venta en San Telmo, Capital Federal","San Telmo, Capital Federal","Chile 900, Piso 2",Venta de Excelente Monoambiente en San Telmo,USD  109.000+$27.000expensas,https://www.argenprop.com/departamento-en-venta-en-san-telmo-1-ambiente--12691380,2024_03_01,Departamento,Venta,San Telmo, Capital Federal,Dólares,precio,109000,27000,1070,116630000,Monoambiente,"(-34.6163591661696, -58.3788434499755)",False,Chile 900,-34.6163591661696,-58.3788434499755
72,"Departamento en Venta en Monte Castro, Floresta","Monte Castro, Floresta","Lascano 4000, Piso 2",Ultimos   Monoambiente a Estrenar con Patio Privado y  C/amenities,USD  76.900,https://www.argenprop.com/departamento-en-venta-en-monte-castro-1-ambiente--6741539,2024_03_01,Departamento,Venta,Monte Castro, Floresta,Dólares,precio,76900,0,1070,82283000,Monoambiente,"(-34.6139625103768, -58.4977755138039)",False,Lascano 4000,-34.6139625103768,-58.4977755138039
74,"Departamento en Venta en Palermo Hollywood, Palermo","Palermo Hollywood, Palermo",Fitz Roy 1400,"Venta Depto Monoambiente a Estrenar - Amenities: Sum, Gym y Pileta  Palermo Hollywood",USD  94.500,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--12745831,2024_03_01,Departamento,Venta,Palermo Hollywood, Palermo,Dólares,precio,94500,0,1070,101115000,Monoambiente,"(-34.5867616416902, -58.4392783675926)",False,Roy 1400,-34.5867616416902,-58.4392783675926
75,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal","Vidal 3500, Piso PB",Excelente Monoambiente con Patio,USD  65.000+$12.000expensas,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--13753248,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,65000,12000,1070,69550000,Monoambiente,"(-34.5521034401616, -58.4710168893013)",False,Vidal 3500,-34.5521034401616,-58.4710168893013
76,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Av. Diaz Velez al 3600,Venta Almagro Monoambiente Contrafrente Balcon Piso Alto con Cochera,USD  75.000,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--15074404,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,75000,0,1070,80250000,Monoambiente,"(-34.6085370940077, -58.4175069351041)",False,Velez 3600,-34.6085370940077,-58.4175069351041
77,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera al 3700  5to B,Venta Departamento Monoambiente en Palermo  a Estrenar,USD  75.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14859853,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,75000,0,1070,80250000,Monoambiente,"(-34.5965641523672, -58.4187248018175)",False,Cabrera 3700,-34.5965641523672,-58.4187248018175
78,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal","Juramento 1900, Piso 7","Excelente Monoambiente, Luminoso, con Amplio Placad.",USD  62.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--6656638,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,62000,10000,1070,66340000,Monoambiente,"(-34.5592673739419, -58.4520446775378)",False,Juramento 1900,-34.5592673739419,-58.4520446775378
79,"Departamento en Venta en Congreso, Capital Federal","Congreso, Capital Federal",Combate De Los Pozos 200,Amplio Monoambiente a Estrenar al Frente con Balcón,USD  71.000,https://www.argenprop.com/departamento-en-venta-en-congreso-1-ambiente--15238061,2024_03_01,Departamento,Venta,Congreso, Capital Federal,Dólares,precio,71000,0,1070,75970000,Monoambiente,"(-34.6116034401835, -58.3933038626225)",False,Pozos 200,-34.6116034401835,-58.3933038626225
80,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",Antezana al 500,Monoambiente con Amenities en Villa Crespo (Antezana al 500),USD  70.000+$23.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--15195756,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,70000,23000,1070,74900000,Monoambiente,"(-34.6061961454357, -58.4465637586498)",False,Antezana 500,-34.6061961454357,-58.4465637586498
81,"Departamento en Venta en Liniers, Capital Federal","Liniers, Capital Federal",Coronel Ramón Lorenzo Falcón 6300,Venta Monoambiente en Liniers con Balcon,USD  40.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-liniers-1-ambiente--14605732,2024_03_01,Departamento,Venta,Liniers, Capital Federal,Dólares,precio,40000,10000,1070,42800000,Monoambiente,"(-34.640545462979, -58.5145824389336)",False,Falcón 6300,-34.640545462979,-58.5145824389336
82,"Departamento en Venta en San Cristobal, Capital Federal","San Cristobal, Capital Federal","La Rioja 1400, Piso 6",Monoambiente a Estrenar Financiacion,USD  57.500+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--9079453,2024_03_01,Departamento,Venta,San Cristobal, Capital Federal,Dólares,precio,57500,15000,1070,61525000,Monoambiente,"(-34.6272033285339, -58.4067552337421)",False,Rioja 1400,-34.6272033285339,-58.4067552337421
83,"Departamento en Venta en Floresta, Capital Federal","Floresta, Capital Federal",Avenida Rivadavia 7800,Departamento Monoambiente Venta en Floresta,USD  54.000+$39.500expensas,https://www.argenprop.com/departamento-en-venta-en-floresta-1-ambiente--15355828,2024_03_01,Departamento,Venta,Floresta, Capital Federal,Dólares,precio,54000,39500,1070,57780000,Monoambiente,"(-34.6320627722853, -58.4746044908459)",False,Rivadavia 7800,-34.6320627722853,-58.4746044908459
84,"Departamento en Venta en Parque Chacabuco, Capital Federal","Parque Chacabuco, Capital Federal","Av. Directorio al 900 , Piso 1",Muy Buen Dpto Monoambiente con Balcon - 35m2 - Mb Ubicacion,USD  70.000+$28.000expensas,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-1-ambiente--14395721,2024_03_01,Departamento,Venta,Parque Chacabuco, Capital Federal,Dólares,precio,70000,28000,1070,74900000,Monoambiente,"(-34.6288552772281, -58.439527674968)",False,Directorio 900,-34.6288552772281,-58.439527674968
85,"Departamento en Venta en Villa Urquiza, Capital Federal","Villa Urquiza, Capital Federal",Av. Monroe 5800,Monoambiente con Balcòn al Frente/permuto Mayor Valor,USD  73.000+$35.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--11422455,2024_03_01,Departamento,Venta,Villa Urquiza, Capital Federal,Dólares,precio,73000,35000,1070,78110000,Monoambiente,"(-34.5790684494092, -58.4945407696947)",False,Monroe 5800,-34.5790684494092,-58.4945407696947
86,"PH en Venta en Villa Luro, Capital Federal","Villa Luro, Capital Federal","Cajaravilla 4500, Piso 2","Oportunidad, PH de 1 Ambiente con 2 Balcones, Terraza y Lavadero/deposito.",USD  68.000,https://www.argenprop.com/ph-en-venta-en-villa-luro-1-ambiente--8981381,2024_03_01,PH,Venta,Villa Luro, Capital Federal,Dólares,precio,68000,0,1070,72760000,Monoambiente,"(-34.6399611790377, -58.4899700705243)",False,Cajaravilla 4500,-34.6399611790377,-58.4899700705243
87,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",Juan Ramirez de Velasco al 600,Departamento Monoambiente con Patio en Villa Crespo,USD  83.100,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--13270050,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,83100,0,1070,88917000,Monoambiente,"(-34.5975397876715, -58.4374829471673)",False,Velasco 600,-34.5975397876715,-58.4374829471673
88,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal","Castro 500, Piso PB",Dpto de 1 Ambiente en Pb. Dividido y con Patio Compartido.,USD  39.000+$18.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--12632675,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,39000,18000,1070,41730000,Monoambiente,"(-34.6390683457737, -58.478283837116)",False,Castro 500,-34.6390683457737,-58.478283837116
89,"Departamento en Venta en Flores, Capital Federal","Flores, Capital Federal",Galicia 2600,"Monoambiente a Estrenar, Balcon Aterrazado",USD  63.100+$5.000expensas,https://www.argenprop.com/departamento-en-venta-en-flores-1-ambiente--15208246,2024_03_01,Departamento,Venta,Flores, Capital Federal,Dólares,precio,63100,5000,1070,67517000,Monoambiente,"(-34.6164395335421, -58.4720201351877)",False,Galicia 2600,-34.6164395335421,-58.4720201351877
90,"Departamento en Venta en Balvanera, Capital Federal","Balvanera, Capital Federal","Teniente General Juan Domingo Perón 2200, Piso 5",Cómodo Monoambiente en Balvanera,USD  53.000+$29.900expensas,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--14537904,2024_03_01,Departamento,Venta,Balvanera, Capital Federal,Dólares,precio,53000,29900,1070,56710000,Monoambiente,"(-34.6380744524794, -58.452536561795)",False,Perón 2200,-34.6380744524794,-58.452536561795
91,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Bartolome Mitre 4100,Venta Monoambiente Ideal Inversión.,USD  67.000+$33.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--14934331,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,67000,33000,1070,71690000,Monoambiente,"(-34.6101103327721, -58.4245632011593)",False,Mitre 4100,-34.6101103327721,-58.4245632011593
92,"Departamento en Venta en Villa General Mitre, Capital Federal","Villa General Mitre, Capital Federal",Galicia 2600,"Departamento Un Ambiente, Gran Balcón, Estrenar",USD  65.100+$7.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-general-mitre-1-ambiente--13265076,2024_03_01,Departamento,Venta,Villa General Mitre, Capital Federal,Dólares,precio,65100,7000,1070,69657000,Monoambiente,"(-34.6164395335421, -58.4720201351877)",False,Galicia 2600,-34.6164395335421,-58.4720201351877
93,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Bulnes 100,Monoambiente Divisible a Metros de Rivadavia,USD  52.500+$7.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--13010309,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,52500,7000,1070,56175000,Monoambiente,"(-34.6096356491962, -58.4186513875885)",False,Bulnes 100,-34.6096356491962,-58.4186513875885
94,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal","Yerbal 1000, Piso 3",Departamento en Venta. Monoambiente. Cocina Independiente. Caballito,USD  42.000+$26.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--15344420,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,42000,26000,1070,44940000,Monoambiente,"(-34.6205388664383, -58.4448853134811)",False,Yerbal 1000,-34.6205388664383,-58.4448853134811
95,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","Güemes 4200, Piso P.B.",Departamento 1 Ambiente C/patio Güemes al 4200,USD  74.000+$11.500expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--13077346,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,74000,11500,1070,79180000,Monoambiente,"(-34.5844733909283, -58.4196489436484)",False,Güemes 4200,-34.5844733909283,-58.4196489436484
96,"Departamento en Venta en Barracas, Capital Federal","Barracas, Capital Federal",Ruy Diaz de Guzman al 300,Departamento Monoambiente a Estrenar Apto Profesional en Barracas,USD  60.000+$17.500expensas,https://www.argenprop.com/departamento-en-venta-en-barracas-1-ambiente--12129447,2024_03_01,Departamento,Venta,Barracas, Capital Federal,Dólares,precio,60000,17500,1070,64200000,Monoambiente,"(-34.590420299414745, -58.45101577011825)",False,Guzman 300,-34.590420299414745,-58.45101577011825
97,"Departamento en Venta en Palermo Hollywood, Palermo","Palermo Hollywood, Palermo",Emilio Ravignani 1300,Departamento en Venta Monoambiente con Balcon en Palermo,USD  69.000+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--13076405,2024_03_01,Departamento,Venta,Palermo Hollywood, Palermo,Dólares,precio,69000,15000,1070,73830000,Monoambiente,"(-34.5854010562475, -58.4434773122783)",False,Ravignani 1300,-34.5854010562475,-58.4434773122783
98,"PH en Venta en Villa Luro, Capital Federal","Villa Luro, Capital Federal","Murature 5300, Piso 1","Nuevo Valor!monoambiente, Contrafrente,l 1º Piso x Escaleras con Balcon, Lavadero. Bajas Expensas",USD  50.000+$4.000expensas,https://www.argenprop.com/ph-en-venta-en-villa-luro-1-ambiente--9520160,2024_03_01,PH,Venta,Villa Luro, Capital Federal,Dólares,precio,50000,4000,1070,53500000,Monoambiente,"(-34.6323140491494, -58.505015362392)",False,Murature 5300,-34.6323140491494,-58.505015362392
